,social_beta,governance_beta,environment_beta
dedication,-1.6821978021978021,-2.1339560439560437,-4.41087912087912
chamber,0.6570833333333335,0.8420833333333332,1.1545833333333329
predetermined,-0.07375000000000036,-0.48166666666666635,-1.6420833333333331
nmng,0.587368421052632,0.23315789473684242,3.0436842105263184
howard,-0.422,-0.9670000000000004,-1.4790000000000008
gorgon,0.82875,1.6143750000000001,0.8549999999999999
virtually,-0.9349019607843139,-1.0566666666666666,-4.048823529411765
viewed,-0.13882352941176507,-0.16647058823529373,5.213921568627453
log,0.7000000000000002,2.0170000000000003,1.4710000000000005
cogeneration,-0.18424242424242446,-0.6613131313131313,2.579090909090909
valid,-2.2724999999999995,-1.6331249999999988,-3.936249999999999
incurrence,-0.7362500000000002,-1.0941666666666667,-3.1399999999999997
fairvalue,-0.54875,-0.2358333333333335,2.9537500000000003
evolving,1.2021052631578937,3.766842105263157,2.3563157894736833
explained,-0.16395604395604407,-0.7363736263736262,-1.0242857142857147
collectibility,0.7409523809523813,-0.44023809523809576,-2.5973809523809535
standby,-0.35999999999999976,-1.7057575757575756,-0.9623232323232322
pursues,-1.0440000000000003,0.24100000000000024,1.897
citigroup,-0.05846153846153865,-1.1759340659340662,-2.1759340659340674
article,-0.29875,0.2183333333333335,1.1266666666666665
moving,0.7915789473684217,3.977368421052631,7.4615789473684195
essential,0.38375,0.06687499999999988,-2.53
differs,-1.3006250000000001,-1.0799999999999994,-0.7112499999999998
coalbed,0.7429166666666669,0.6912500000000003,-0.5295833333333333
greatly,1.6853333333333336,0.8993333333333334,0.27799999999999964
advised,0.44941176470588207,-0.5743137254901959,1.9590196078431388
unsatisfied,-0.8084848484848481,-0.8794949494949494,2.839696969696969
confirmation,-0.8590476190476193,-0.22833333333333322,1.7407142857142865
complementary,0.1898901098901099,0.2702197802197801,-1.3759340659340664
classifies,-1.4564705882352942,-1.2213725490196077,1.6100000000000003
guaranty,-0.8643137254901967,-1.099803921568628,2.3825490196078434
no,-1.1900000000000002,-0.5997619047619047,0.34071428571428597
mortality,-1.5226666666666675,-1.844666666666667,-0.38599999999999945
geographically,0.48062499999999986,1.2043750000000004,-0.4800000000000009
situated,0.5547252747252749,0.19769230769230764,2.0240659340659346
innovation,0.18399999999999986,1.2860000000000003,0.4033333333333327
wellboretechnologiesmember,2.4926315789473703,1.8121052631578949,-3.714210526315793
heard,-0.17375000000000043,-0.615,-0.831666666666666
captioned,-0.6723232323232321,-1.4396969696969697,0.05929292929292962
stricter,-0.06823529411764745,-1.064509803921569,-1.7978431372549033
rejected,0.7551515151515149,0.12454545454545475,0.5811111111111111
vii,-0.25399999999999984,-0.8049999999999999,1.3050000000000006
undertaking,-0.7755555555555561,-1.2461111111111107,-5.285000000000001
corruption,0.7575000000000001,0.795416666666667,1.0599999999999996
protocol,-0.19238095238095257,0.01452380952380983,4.169285714285716
varied,-0.3427450980392159,-1.2684313725490197,-2.7350980392156865
epec,-3.3494736842105266,-3.4299999999999997,-7.91421052631579
never,-0.2590476190476192,-1.602142857142858,-3.0045238095238105
scotia,0.5742857142857146,-0.22119047619047655,2.6407142857142873
riser,1.5040000000000002,2.313,1.3349999999999995
beryl,-0.904313725490196,1.1272549019607843,5.3782352941176494
remarketing,-0.1789010989010993,-1.6570329670329673,-0.6658241758241752
lent,1.3114285714285714,-0.42642857142857166,2.5497619047619065
hydrogen,-1.404,0.06500000000000004,1.0369999999999997
resolving,-0.3074509803921576,-0.4958823529411763,-2.182156862745098
jackalope,-0.7915789473684218,-3.977368421052632,-7.461578947368422
keystone,0.6914285714285717,1.2418681318681324,2.085824175824176
remitted,-0.49866666666666637,0.24600000000000025,-0.9593333333333334
statessecurities,-0.516190476190476,0.14785714285714258,3.909761904761907
plaquemines,-1.2431250000000003,-1.9949999999999999,-5.301249999999999
preventer,0.9113725490196082,0.9311764705882353,-2.308039215686275
richmond,-0.7433333333333336,-0.505,-2.145476190476191
progressing,-0.1623529411764707,1.778627450980393,0.9550980392156863
constituent,-0.6084848484848486,0.16292929292929303,-1.9360606060606058
supplying,1.9522222222222219,0.1427777777777781,0.8150000000000001
reformulated,-1.845,-0.8912499999999998,-0.13499999999999973
moratorium,0.7440000000000002,0.7979999999999999,-2.6020000000000008
deadline,-0.4603921568627452,-0.09980392156862747,2.0727450980392175
northstar,-0.946666666666667,-1.676111111111111,-4.192777777777778
continual,0.990952380952381,0.49309523809523786,1.316904761904762
renegotiation,0.10285714285714337,0.12880952380952393,-1.666428571428572
ghana,-0.1440000000000002,0.9620000000000003,-0.1233333333333339
poland,1.9779166666666654,1.9024999999999992,2.4754166666666655
kern,-0.2993750000000004,-1.2606249999999997,-2.016875
weight,-0.6185858585858587,-1.5239393939393937,-4.576464646464648
confirming,-2.1093333333333333,-1.0766666666666662,-2.7513333333333336
compensate,-0.33066666666666683,-0.9966666666666666,-6.458000000000002
completionandproductionsolutionsmember,2.4926315789473703,1.8121052631578949,-3.714210526315793
transporter,-0.3357575757575757,-0.564343434343434,2.514444444444444
mission,-0.1195604395604395,1.0836263736263736,-2.320769230769231
occupational,-0.09238095238095233,0.2549999999999999,2.2192857142857143
nibor,2.4926315789473703,1.8121052631578949,-3.714210526315793
imposing,0.7767032967032966,-0.3121978021978024,-1.6682417582417581
aimed,0.037647058823529256,0.2805882352941177,1.1943137254901952
operatorship,0.45212121212121203,1.0598989898989901,4.930606060606059
cast,0.9253333333333332,1.4379999999999997,2.331333333333333
wachovia,-1.248095238095238,-0.7264285714285714,-0.5549999999999999
arb,1.545714285714286,0.6454761904761906,-0.8830952380952387
naaqs,-1.795,-1.9662499999999998,-1.6954166666666661
deems,-0.14,-1.6926190476190481,-1.9902380952380956
restored,0.3876923076923081,0.9405494505494505,0.9119780219780211
securing,0.5474509803921566,-0.8174509803921569,0.4139215686274506
charitable,-0.3573626373626375,-1.4968131868131866,-0.5121978021978016
investigating,1.8462499999999997,1.6418749999999995,3.385624999999999
terminating,3.065263157894735,-0.18052631578947387,-0.11736842105263139
owning,-1.7542857142857147,-1.4830952380952385,-1.740238095238096
acted,-1.0266666666666668,-0.463333333333333,-0.923939393939394
mandatorily,1.2012499999999995,0.20791666666666675,3.6599999999999997
proper,-0.37019607843137253,0.5668627450980395,-3.9233333333333333
sudden,-0.11560439560439587,0.6064835164835171,-2.589120879120881
lesop,1.4977777777777774,2.507222222222222,2.8294444444444435
quantification,2.109494949494949,0.639090909090909,2.245151515151515
homeland,-1.0242857142857145,-2.1192857142857147,-5.509761904761906
disadvantage,-0.7551648351648353,-0.7187912087912088,0.2394505494505501
string,1.2923809523809529,1.4140476190476194,-3.0740476190476205
carryovers,0.21890109890109868,-0.514175824175824,-4.577912087912087
deeper,0.2766666666666669,2.407380952380953,1.3192857142857144
dropdown,-2.3275,-2.279375,-5.023124999999999
comprises,0.1861904761904762,0.22166666666666704,0.47880952380952446
dan,3.1866666666666656,2.2349999999999985,8.340555555555556
prg,-2.52842105263158,-1.651052631578948,0.054210526315790306
pipeco,-3.3494736842105266,-3.4299999999999997,-7.91421052631579
know,0.3788235294117647,-1.2252941176470595,1.735490196078433
ag,-1.2112500000000004,-1.9275,-1.9420833333333325
petrozuata,0.587368421052632,0.23315789473684242,3.0436842105263184
bohai,0.656,1.020666666666667,-1.0673333333333337
vacuum,-1.4980000000000007,-0.32099999999999995,2.339000000000001
apportion,0.2996078431372549,0.7900000000000004,4.037058823529413
infill,0.6460000000000002,2.2450000000000006,5.571000000000001
perception,-0.5680000000000002,-1.6446666666666674,-3.119333333333334
materialize,1.3511111111111112,0.0861616161616158,-1.1764646464646467
cook,-1.8760000000000006,-0.2949999999999997,0.8690000000000005
characterized,-0.8320000000000004,0.2006666666666669,-0.5033333333333336
trillion,-0.7352380952380952,0.4121428571428574,1.0002380952380956
osha,0.12395604395604398,0.06802197802197801,2.14934065934066
md,0.39199999999999974,0.10899999999999986,-2.7730000000000006
orleans,-1.423296703296704,-1.716593406593407,-2.2110989010989015
fabrication,0.7533333333333335,1.889166666666667,1.0495833333333338
westmember,-0.7915789473684218,-3.977368421052632,-7.461578947368422
ptc,-0.8688888888888892,0.390555555555555,3.712777777777778
unearned,-0.015757575757575717,-0.7083838383838384,0.8815151515151517
draft,-1.2977777777777777,-0.5461111111111111,2.8649999999999993
mlp,-3.145000000000001,-2.8558333333333334,-3.118333333333334
spm,0.576842105263158,-0.29315789473684195,-9.219473684210527
cbm,-0.44533333333333297,0.0020000000000002832,0.08999999999999998
contingently,-0.21373737373737386,0.822929292929293,2.47949494949495
deposited,-1.4518681318681321,-0.7275824175824177,3.0987912087912086
theory,0.5019780219780221,0.7317582417582422,0.13835164835164881
cessation,-0.24222222222222223,2.1149999999999998,-0.9405555555555555
modifying,-1.2780952380952388,-2.040238095238096,-1.7283333333333344
depositary,-0.9052380952380952,-0.5692857142857145,-0.8169047619047625
exported,0.4825000000000001,1.2662500000000003,3.051666666666667
cardinal,-0.31812500000000027,-0.5606250000000003,0.14562500000000086
derecognition,-0.41857142857142937,0.00023809523809512992,0.2859523809523815
hired,-0.33978021978022,-1.1517582417582422,-0.7957142857142859
monetization,1.6036363636363633,1.2982828282828285,1.308383838383838
northeastgandpmember,-0.7915789473684218,-3.977368421052632,-7.461578947368422
sg,1.4400000000000004,0.2235714285714284,1.135476190476191
broadly,0.1894949494949491,0.13666666666666666,-0.8027272727272723
statementsthe,-0.4400000000000005,-0.39899999999999985,-0.9809999999999998
accreted,-1.9328571428571442,-1.2830952380952383,-0.2140476190476188
logistical,-0.9508333333333332,-1.74625,-2.715
wildlife,-1.6320879120879124,-0.38912087912087884,-1.2748351648351643
producibility,1.0650505050505052,1.8209090909090908,6.0774747474747475
frequency,-1.1386666666666667,-0.8793333333333333,-2.8900000000000006
advice,0.5540000000000002,-0.6030000000000001,-1.507
responsive,1.6668131868131866,-0.27043956043956063,-1.2660439560439558
engine,0.5107070707070706,-0.5239393939393941,0.9689898989898992
rigtechnologiesmember,2.4926315789473703,1.8121052631578949,-3.714210526315793
answer,0.11474747474747467,-0.4875757575757575,-2.457272727272728
assign,-1.2533333333333332,-0.802,0.2540000000000011
commingled,-1.5773737373737373,0.07545454545454545,1.0431313131313134
assistant,1.8361904761904762,0.8073809523809526,0.42642857142857193
ashford,-0.35222222222222244,-0.676111111111111,3.373888888888888
dot,-0.65125,-0.6995833333333334,1.306666666666667
physically,0.356923076923077,-0.815494505494506,-3.0484615384615403
spar,-0.8909523809523809,0.7592857142857149,0.4235714285714283
elba,-1.2133333333333334,-0.853888888888889,0.0961111111111121
eg,0.5537500000000002,1.8143749999999996,4.236250000000001
narrower,-1.056161616161616,-0.886161616161616,1.3704040404040407
valhall,-3.0652631578947385,0.18052631578947412,0.11736842105263111
mvp,-0.5577777777777778,0.9238888888888895,2.3738888888888883
minus,-1.6474725274725275,-1.4440659340659343,-0.08362637362637296
blender,-0.9173333333333334,-0.7020000000000001,-2.5526666666666675
cleaning,0.565,-0.1550000000000001,0.7387500000000008
sachs,0.3955555555555555,-0.8693939393939393,-3.477474747474748
hh,-0.5040000000000003,-0.27533333333333326,0.41800000000000076
red,-0.7257142857142862,0.07404761904761906,0.6121428571428571
restructured,1.0622222222222222,-0.5239393939393938,-3.1421212121212125
an,-1.0180392156862743,-0.33941176470588286,-1.7590196078431373
realizability,-0.4387500000000001,0.6920833333333333,2.398333333333333
goldman,0.3955555555555555,-0.8693939393939393,-3.477474747474748
satisfactory,-1.0719999999999998,-1.3620000000000003,-1.836666666666666
conveyance,0.009670329670329892,-0.32538461538461544,-0.6528571428571435
council,-0.12313725490196077,0.06882352941176496,4.606078431372549
backed,-0.10141414141414151,-0.8996969696969697,-1.291616161616162
employeridentification,-0.36631578947368315,0.3457894736842101,8.703684210526314
assertion,1.077333333333333,1.822,5.336666666666667
signing,-0.05888888888888887,0.08722222222222238,-2.251666666666667
consistency,0.9876923076923078,1.4614285714285715,2.437252747252747
contributor,1.3874747474747473,0.8740404040404037,-0.45727272727272733
great,0.018125000000000124,-0.15499999999999975,-0.2456250000000001
arbuckle,-1.3043137254901964,-2.0060784313725497,-0.8099999999999996
idrs,-2.4025000000000003,-2.9668749999999995,-3.885624999999999
trader,-0.09809523809523836,-0.6311904761904766,3.187857142857145
blm,1.8848351648351656,1.7275824175824177,5.28802197802198
collapse,1.0580219780219784,-0.13197802197802186,-0.6990109890109897
aid,1.0466666666666666,1.0983333333333334,3.6927777777777764
ca,-0.888333333333333,0.01000000000000003,-0.8129166666666665
unhedged,0.558,-1.119,-0.48100000000000026
tendered,-1.7542857142857151,-1.087857142857143,-1.1902380952380949
possibly,0.4180392156862744,-0.46058823529411763,3.0492156862745103
cooperation,0.21714285714285694,-0.5283333333333334,-2.1354761904761914
dental,0.7885714285714289,0.9764285714285714,2.990714285714286
dove,-0.1389473684210524,1.9173684210526336,-0.9668421052631586
rulemaking,-1.7793406593406595,-1.2352747252747254,1.898791208791209
propetro,-0.1389473684210524,1.9173684210526336,-0.9668421052631586
replaces,0.11215686274509779,-0.32333333333333325,-3.90764705882353
colonial,-0.9571717171717177,-0.23363636363636353,0.42696969696969744
overdraft,0.43648351648351646,-1.3053846153846156,-3.3867032967032964
unprecedented,0.7993749999999997,1.7262499999999994,0.0793749999999993
transmix,-3.3494736842105266,-3.4299999999999997,-7.91421052631579
highland,0.3505882352941173,-1.1080392156862748,-5.680588235294119
star,0.7248484848484849,0.1346464646464648,0.1407070707070711
injected,-0.9529166666666666,-0.5754166666666665,-0.5941666666666667
foster,2.218666666666666,1.0886666666666664,2.9393333333333342
baaqmd,-0.6909523809523811,0.16880952380952396,2.430714285714286
apachecorporation,-0.4126315789473681,1.033157894736843,6.222631578947374
nonrecourse,-1.271208791208791,-1.0965934065934066,0.11000000000000043
oilandgasexcludingpurchasedmember,-0.4126315789473681,1.033157894736843,6.222631578947374
simplifying,-0.942745098039216,-0.4801960784313726,1.9590196078431372
demonstrated,-1.4715789473684193,-3.401578947368419,-4.44368421052631
asr,-2.3649999999999998,-1.1449999999999998,-1.1231250000000004
prediction,-0.478,-0.153,-0.20899999999999963
sufficiently,-2.0094117647058822,-0.2488235294117644,-5.660588235294118
strategically,-0.06823529411764745,-1.064509803921569,-1.7978431372549033
prejudice,0.4346666666666663,0.21399999999999997,2.5366666666666684
bluegrass,-0.7915789473684218,-3.977368421052632,-7.461578947368422
expropriated,0.45374999999999954,-0.8137499999999999,-3.623124999999999
phased,1.2300000000000006,0.7483333333333335,5.153888888888888
fossil,0.4411111111111113,2.1705555555555556,5.837222222222222
constrained,-0.24437500000000006,0.22312500000000018,-0.7487500000000006
oml,1.2760784313725495,1.856666666666667,3.131176470588236
hiland,-3.3494736842105266,-3.4299999999999997,-7.91421052631579
johnson,-1.208,-0.8729999999999999,0.11899999999999995
dismissing,0.378901098901099,-0.1495604395604394,-1.5143956043956048
aux,-2.185555555555556,-3.909444444444444,-8.115
broader,-0.08666666666666704,-0.39055555555555554,1.5816666666666672
cyclical,0.8074725274725274,0.28780219780219735,0.3823076923076918
centralized,1.0095833333333335,-0.05875000000000012,2.887083333333334
earnout,-0.9066666666666668,-0.13133333333333336,-0.47533333333333316
eventually,0.4580219780219778,-0.5957142857142859,-0.6308791208791208
southwestern,0.11070707070707067,-0.3643434343434342,1.3790909090909091
equitable,1.2576190476190476,0.1288095238095235,0.7930952380952386
detected,-0.22799999999999987,-0.44499999999999995,-3.115
erosion,-0.5178021978021979,0.5823076923076923,-0.7473626373626373
lose,0.4299999999999999,-0.13500000000000004,-1.4405555555555563
metal,0.9814141414141414,0.1447474747474746,-0.23909090909090916
developmental,1.395,0.1870833333333332,0.18500000000000036
stimulate,-0.6167032967032966,-1.307802197802198,-4.586923076923078
lengthy,-0.3046153846153848,0.782307692307693,1.05923076923077
sage,-1.5964835164835163,-1.1383516483516487,2.2045054945054945
locap,-0.8688888888888892,0.390555555555555,3.712777777777778
holiday,0.2679999999999999,0.5009999999999997,-1.9509999999999998
numerator,0.637979797979798,-0.4209090909090912,3.015454545454545
wilson,0.1640404040404039,0.6249494949494948,-4.11040404040404
statistical,-0.9529166666666666,-0.5754166666666665,-0.5941666666666667
intentionally,1.2975824175824175,0.40208791208791195,2.3559340659340657
colombian,0.42562499999999986,1.3924999999999998,2.8549999999999995
furnishing,-1.1491666666666671,-1.1079166666666669,-1.9433333333333334
upgraded,-0.7566666666666666,-0.12357142857142844,1.5859523809523812
nsps,0.6138095238095244,0.06880952380952356,1.240238095238096
equistar,1.6610526315789482,-0.24052631578947387,4.138421052631582
kdhe,-1.0522222222222222,-4.087222222222222,-5.181666666666667
confirm,0.6879999999999998,0.5873333333333332,0.8300000000000006
tosco,-0.10431372549019624,-0.617843137254902,2.6958823529411777
styled,-0.25799999999999995,0.501,2.4190000000000005
non,-0.587368421052631,-0.23315789473684193,-3.0436842105263144
storing,-0.8508333333333333,-1.6004166666666664,1.55375
optionees,0.3858823529411767,-1.6021568627450986,-2.7707843137254913
penetration,0.6720000000000004,2.1250000000000004,-1.4430000000000007
bop,1.7537500000000001,1.8612499999999996,-2.2481250000000013
outer,1.0908333333333333,1.6850000000000005,1.30375
sema,0.576842105263158,-0.29315789473684195,-9.219473684210527
leveraging,0.946666666666666,1.5553333333333332,-2.89
benefiting,0.3556250000000001,0.04812499999999988,0.6637499999999994
correlated,0.8300000000000001,0.8710000000000007,4.301000000000001
nols,0.18625000000000022,0.40041666666666637,4.2524999999999995
britannia,1.1584313725490196,2.02921568627451,5.805686274509807
alaskan,-0.4613333333333336,-0.42199999999999993,0.7006666666666675
uninsured,-0.01750000000000012,0.21208333333333335,1.0412499999999998
redwater,-0.7915789473684218,-3.977368421052632,-7.461578947368422
repsol,0.984,1.0473333333333337,2.1859999999999986
encourage,-2.22875,-1.870625,-2.5706249999999997
nga,0.3138095238095241,-1.2454761904761906,-1.6288095238095242
fork,-0.5154166666666667,-1.38375,3.4975000000000005
uneconomic,1.3356862745098046,1.0923529411764707,2.390392156862745
italy,0.9029166666666663,0.8983333333333329,-2.5829166666666667
hereto,-0.9969230769230764,-0.5407692307692309,0.42406593406593424
weatherford,1.28,0.4370588235294115,-8.060980392156864
skill,3.065263157894735,-0.18052631578947387,-0.11736842105263139
mulva,1.0311111111111109,0.8349999999999997,2.090555555555556
garden,-1.3219999999999998,-0.7310000000000001,-0.14899999999999966
enbridge,-2.3546666666666662,-3.486,-3.912666666666667
pennzoil,-1.002105263157895,0.8015789473684216,-0.4826315789473696
prps,-0.4865934065934071,0.07263736263736273,-0.0768131868131868
conclude,-0.4054901960784316,-0.6527450980392157,-0.20176470588235237
tribal,-0.1672727272727275,-0.68010101010101,-0.9609090909090905
magistrate,-0.2528571428571431,-0.27166666666666694,-0.4502380952380947
virtue,0.8420000000000002,1.577,2.9290000000000003
procedural,-0.023333333333333445,-0.9997619047619051,-2.5235714285714295
preferential,-0.6179999999999998,-0.8730000000000001,0.02100000000000062
unbilled,-0.5025,-1.70125,-6.735625
enabling,-1.6610526315789453,0.24052631578947353,-4.138421052631576
accroven,-0.7915789473684218,-3.977368421052632,-7.461578947368422
leveraged,0.20523809523809483,0.18119047619047607,-2.2092857142857154
apparent,1.5041758241758243,1.0174725274725274,-0.7473626373626375
incorporating,-0.37494505494505515,-0.6770329670329674,2.362527472527473
subtopic,-0.6079999999999999,0.03533333333333314,4.702000000000001
bachelor,0.925833333333333,1.117083333333333,4.0754166666666665
usgc,-0.42437500000000017,0.7800000000000001,4.4018749999999995
heat,-0.0029166666666666377,-0.6525000000000002,0.9225000000000002
depict,0.7767032967032969,0.3471428571428573,-1.9935164835164845
hague,1.081111111111111,1.640555555555556,-2.520555555555557
antilles,0.576842105263158,-0.29315789473684195,-9.219473684210527
hybrid,-0.18593406593406592,-1.1605494505494507,0.6636263736263736
worked,2.2522222222222217,1.892777777777778,1.1816666666666666
kmgp,-3.3494736842105266,-3.4299999999999997,-7.91421052631579
waived,-0.6584615384615385,-1.4045054945054942,-1.4330769230769225
abu,1.385934065934066,0.7407692307692304,-1.5273626373626377
tried,-1.3679120879120878,-2.252637362637363,-4.017472527472527
reg,0.46933333333333344,0.7326666666666667,6.207333333333334
cedar,-0.013333333333333405,0.12733333333333333,-0.20066666666666724
ctc,1.4715789473684224,3.401578947368425,4.443684210526319
diversify,0.9481318681318681,0.021868131868132,-0.520989010989011
phenomenon,-0.00527472527472549,-1.810879120879121,-7.428461538461538
significantunobservableinputs,0.3054545454545455,-0.24979797979797966,-1.3184848484848473
dekatherms,-1.7087499999999998,-3.0106249999999997,-3.416874999999999
steadily,0.5107692307692311,0.05703296703296729,-2.9407692307692312
preventers,1.1287912087912086,1.9495604395604393,-0.8020879120879123
boemre,0.34249999999999997,1.7879166666666664,0.748333333333333
feasible,0.33494505494505494,-1.068241758241759,2.4218681318681323
propose,-0.6760784313725494,-0.0017647058823525533,3.570784313725492
disgorgement,-1.6052380952380958,-2.9145238095238097,-8.305000000000001
graded,1.9180000000000001,0.9429999999999998,2.7350000000000003
universal,-0.7885714285714285,-0.6716666666666667,2.537857142857144
suriname,-0.7474509803921567,1.719411764705883,4.017450980392156
outsourcing,0.9359999999999996,-0.25133333333333363,-5.320666666666666
endangered,-0.31166666666666704,-0.3704166666666667,-2.1349999999999993
consultation,-0.22562499999999983,-0.6831249999999996,-2.6112499999999996
valdez,0.4329411764705882,-0.8923529411764709,-1.3041176470588232
rounded,-0.8184615384615385,-0.36032967032967017,-1.017472527472528
unissued,1.3915151515151511,1.1932323232323232,0.4841414141414143
assistance,,,
week,-3.408888888888888,-3.0738888888888876,-6.412777777777776
population,0.9253333333333327,-0.8340000000000001,-0.43399999999999944
willingness,-0.3779166666666667,-0.5045833333333332,-4.452499999999999
ok,-0.48249999999999993,-0.1308333333333337,2.5920833333333335
precedent,-0.47200000000000014,-0.6633333333333331,0.499333333333334
merey,-1.3905882352941188,-0.41000000000000014,2.4252941176470597
mortgage,-1.1862499999999998,-0.023333333333333192,-0.973333333333333
instrumentsthe,0.4953535353535348,0.3663636363636365,0.5805050505050506
ridge,-1.242,-0.15099999999999986,1.3810000000000002
liza,-0.8966666666666664,0.8072222222222222,0.5461111111111113
destined,-0.31516483516483546,-1.1383516483516485,-4.5976923076923075
spectrum,0.7745054945054946,-1.1385714285714292,-1.523186813186814
slight,3.065263157894735,-0.18052631578947387,-0.11736842105263139
resumption,-0.8662499999999999,-0.3456249999999996,-4.092499999999999
moore,0.12250000000000001,-0.9856249999999999,-0.20750000000000013
prp,-0.12395604395604451,-0.4130769230769229,-1.6460439560439561
spud,-0.3741666666666665,0.65875,2.4462499999999996
accept,-1.530476190476191,-2.2497619047619057,-2.6830952380952384
npl,1.6610526315789482,-0.24052631578947387,4.138421052631582
territory,0.06509803921568579,-0.7743137254901962,1.7237254901960792
capline,-0.8025000000000003,0.7393750000000002,3.423749999999999
amending,-1.2826666666666668,-0.6793333333333332,1.2353333333333334
grouping,0.06583333333333333,0.5850000000000001,3.714166666666667
spa,0.5309803921568628,1.523333333333334,0.7311764705882349
recovering,-1.2977777777777777,-0.5461111111111111,2.8649999999999993
presiding,-1.3187878787878786,-1.3568686868686866,-2.185151515151515
transcanada,-1.7409523809523808,-2.6145238095238104,-1.9026190476190474
side,0.5151648351648351,1.4372527472527477,0.7867032967032966
enhancing,3.065263157894735,-0.18052631578947387,-0.11736842105263139
hear,0.0682828282828282,-0.5401010101010099,-0.9623232323232319
sediment,-1.1385714285714292,-0.3169047619047621,0.9711904761904767
version,-0.6096969696969695,0.08757575757575778,-0.32454545454545525
cratering,-0.16121212121212117,0.4007070707070706,1.748181818181818
banc,0.8581818181818185,0.1609090909090912,1.5427272727272727
gained,-1.3663157894736835,-1.3489473684210516,-0.9173684210526319
weighting,-1.5591919191919188,-1.6356565656565656,-3.112424242424242
arrive,-0.19714285714285734,0.021666666666667035,2.0097619047619055
enough,1.4274999999999998,-0.44249999999999984,-1.839375
barclays,-1.546,-1.6029999999999998,0.2969999999999999
wage,-1.2474725274725273,-0.9869230769230769,-3.683626373626372
prohibiting,-0.1505882352941177,-0.554705882352941,-4.448823529411766
destruction,1.9723076923076919,1.7954945054945057,0.5823076923076921
sponsored,-0.5419780219780223,-0.6418681318681315,1.2284615384615387
hereof,-0.03272727272727241,0.42353535353535365,-1.1683838383838383
transactional,-1.13875,-1.7016666666666667,-4.128750000000001
proportionately,-1.5279166666666661,-0.729583333333333,1.3724999999999998
thrift,-1.271904761904762,-0.9883333333333337,1.6902380952380958
cortez,-2.296666666666667,-1.3872222222222221,-4.431666666666667
prevented,0.543125,0.4700000000000002,-2.1862500000000002
caribbean,-0.08040404040404062,-0.6497979797979793,-4.039696969696967
ahead,2.414117647058824,1.578627450980392,-0.8723529411764709
away,-0.08666666666666704,1.276111111111111,0.7594444444444437
emphasis,1.669019607843137,-0.7507843137254904,-2.182156862745098
peru,0.6266666666666662,-0.05181818181818165,-1.128585858585859
looking,-1.6610526315789453,0.24052631578947353,-4.138421052631576
unremitted,0.5508333333333333,1.7879166666666662,4.327499999999998
interconnection,-2.312,-3.6326666666666667,-3.6300000000000003
subjectivity,-2.5588888888888883,-2.2905555555555552,-3.557222222222221
upstreamequipmentmember,1.4977777777777774,2.507222222222222,2.8294444444444435
interrupted,1.2547368421052627,1.5142105263157883,-3.348947368421051
sunrise,0.6693749999999993,-0.8824999999999998,0.9925000000000003
woodside,0.5037500000000001,0.8737500000000002,3.6925
amt,1.4286868686868683,1.148181818181818,2.1340404040404044
darwin,0.7466666666666663,0.6331372549019608,0.9076470588235303
pxd,-0.1389473684210524,1.9173684210526336,-0.9668421052631586
disease,-0.6280952380952384,0.6788095238095243,3.457380952380954
simplify,-1.3066666666666673,-1.9513333333333343,0.262
gtp,-0.4126315789473681,1.033157894736843,6.222631578947374
scaqmd,-0.6909523809523811,0.16880952380952396,2.430714285714286
ldcs,-0.8964705882352938,-2.5001960784313733,-1.3394117647058827
remand,-0.5034343434343438,-1.418888888888889,-0.27949494949494846
companyconsolidated,0.11999999999999965,0.8294444444444449,-5.103888888888889
licensed,-0.4519047619047625,-0.23785714285714293,-1.7521428571428581
reconsideration,-0.2412500000000001,-0.2393749999999997,2.9887500000000005
directing,-1.0174999999999998,-1.7920833333333326,-2.177499999999999
gradually,-0.09952380952380963,0.4335714285714288,-2.092619047619049
jeffrey,1.623296703296704,1.4242857142857146,2.6089010989011006
http,0.13619047619047642,1.1716666666666669,1.5859523809523814
del,0.6133333333333335,1.1337500000000003,2.2774999999999994
prohibits,1.4053333333333329,1.1046666666666667,0.013999999999999584
footprint,0.8062745098039212,-0.18607843137254884,-0.18215686274509818
consolidationeliminationsmember,-1.9626666666666661,-2.566,-0.9686666666666662
severity,-0.33666666666666667,-1.5016666666666658,-7.557222222222221
transformation,0.09978021978021964,-0.18032967032967037,-0.5275824175824182
creates,-1.4693749999999994,-1.1018749999999993,-3.8237499999999995
asa,-1.0160000000000002,-0.24300000000000016,-3.325
implication,-1.6256249999999997,-1.2331249999999991,-4.1206249999999995
plaza,0.6079120879120874,-1.408681318681319,-0.98010989010989
weakened,1.6337499999999998,-0.1424999999999999,0.19812499999999977
mediterranean,-0.21333333333333293,1.1540000000000001,1.167333333333333
sulfolane,-0.7915789473684218,-3.977368421052632,-7.461578947368422
dj,0.2690909090909092,-0.2154545454545454,3.7885858585858583
family,-1.0144444444444443,-1.3738888888888885,-4.129444444444443
mesa,-0.4293333333333331,-0.0246666666666667,2.2873333333333337
defective,-1.1385714285714288,-0.36690476190476207,-2.7288095238095247
dallas,-1.1329292929292931,-1.245757575757575,-5.573030303030301
avenue,0.6743434343434342,0.2821212121212119,-0.30575757575757573
strengthened,0.7744444444444442,1.109444444444444,2.1761111111111098
nonemployee,1.6450000000000002,0.05999999999999985,3.4162500000000002
accessing,-2.166249999999999,-0.9299999999999996,2.7606249999999988
